PlayerID,RegistrationDate,Country,Age,Platform,CampaignID,Acquisition Channel,AcquisitionScenarioID,AcquisitionScenarioName,AcquisitionScenarioType,Player Type
37103,2024-09-28,Japan,22,Xbox,21,Creator/Streamer,,,,Casual
37104,2024-09-28,South Korea,28,PlayStation,3,Organic Search,,,,Explorer
37105,2024-09-28,United States,23,Steam,13,Platform Store Feature,,,,Hardcore
37106,2024-09-28,United States,29,PlayStation,13,Platform Store Feature,,,,Builder
37107,2024-09-28,United States,31,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Trader
37108,2024-09-28,Netherlands,25,Steam,21,Creator/Streamer,,,,Explorer
37109,2024-09-28,United Kingdom,29,Xbox,23,Friend Referral,,,,Hardcore
37110,2024-09-28,United States,23,Steam,15,Seasonal Sale,,,,Explorer
37111,2024-09-28,France,31,Steam,11,Platform Store Feature,,,,Hardcore
37112,2024-09-28,Japan,16,Steam,4,Organic Search,,,,Trader
37113,2024-09-28,Canada,16,Steam,15,Seasonal Sale,,,,Builder
37114,2024-09-28,South Korea,17,Steam,13,Platform Store Feature,,,,Builder
37115,2024-09-28,Japan,25,Xbox,25,Friend Referral,,,,Explorer
37116,2024-09-28,United Kingdom,30,Xbox,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Casual
37117,2024-09-28,United Kingdom,17,Steam,11,Platform Store Feature,,,,Builder
37118,2024-09-28,South Korea,22,PlayStation,14,Seasonal Sale,,,,Hardcore
37119,2024-09-28,Spain,23,Xbox,12,Platform Store Feature,,,,Builder
37120,2024-09-28,United States,43,Steam,17,Seasonal Sale,,,,Builder
37121,2024-09-28,Canada,30,Steam,29,Paid User Acquisition,,,,Explorer
37122,2024-09-28,Spain,36,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Builder
37123,2024-09-28,Sweden,38,Steam,25,Friend Referral,,,,Builder
37124,2024-09-28,France,32,Steam,20,Creator/Streamer,,,,Casual
37125,2024-09-28,Japan,31,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Builder
37126,2024-09-28,Brazil,33,Steam,24,Friend Referral,,,,Hardcore
37127,2024-09-28,United States,21,Steam,6,Steam Wishlist,,,,Trader
37128,2024-09-28,Germany,29,Steam,22,Creator/Streamer,,,,Casual
37129,2024-09-28,France,37,Steam,2,Organic Search,,,,Explorer
37130,2024-09-28,United States,16,Steam,10,Platform Store Feature,,,,Builder
37131,2024-09-28,Japan,44,Steam,17,Seasonal Sale,,,,Casual
37132,2024-09-28,Turkey,33,Xbox,6,Steam Wishlist,,,,Builder
37133,2024-09-28,United Kingdom,28,PlayStation,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Builder
37134,2024-09-28,Turkey,45,Steam,24,Friend Referral,,,,Casual
37135,2024-09-28,Japan,35,Steam,21,Creator/Streamer,,,,Explorer
37136,2024-09-28,France,16,Steam,1,Organic Search,,,,Hardcore
37137,2024-09-28,France,21,Steam,1,Organic Search,,,,Explorer
37138,2024-09-28,Poland,29,Steam,15,Seasonal Sale,,,,Builder
37139,2024-09-28,France,34,Steam,27,Paid User Acquisition,,,,Hardcore
37140,2024-09-28,United States,22,Xbox,14,Seasonal Sale,,,,Casual
37141,2024-09-28,France,27,PlayStation,13,Platform Store Feature,,,,Explorer
37142,2024-09-28,Germany,30,PlayStation,29,Paid User Acquisition,,,,Trader
37143,2024-09-28,United States,21,Steam,16,Seasonal Sale,,,,Hardcore
37144,2024-09-28,Germany,41,Xbox,17,Seasonal Sale,,,,Explorer
37145,2024-09-28,United Kingdom,17,Steam,17,Seasonal Sale,,,,Casual
37146,2024-09-28,United States,21,Xbox,1,Organic Search,,,,Explorer
37147,2024-09-28,United Kingdom,17,PlayStation,15,Seasonal Sale,,,,Hardcore
37148,2024-09-28,United Kingdom,25,Steam,16,Seasonal Sale,,,,Hardcore
37149,2024-09-28,Netherlands,38,Steam,15,Seasonal Sale,,,,Casual
37150,2024-09-28,Australia,17,Steam,26,Paid User Acquisition,,,,Hardcore
37151,2024-09-28,South Korea,38,Steam,26,Paid User Acquisition,,,,Explorer
37152,2024-09-28,France,22,Steam,25,Friend Referral,,,,Hardcore
37153,2024-09-28,France,25,Steam,15,Seasonal Sale,,,,Hardcore
37154,2024-09-28,United States,34,Steam,15,Seasonal Sale,,,,Hardcore
37155,2024-09-28,Japan,27,Steam,28,Paid User Acquisition,,,,Explorer
37156,2024-09-28,Japan,21,PlayStation,2,Organic Search,,,,Explorer
37157,2024-09-28,United States,23,Xbox,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Casual
37158,2024-09-28,United States,25,PlayStation,14,Seasonal Sale,,,,Builder
37159,2024-09-28,United Kingdom,24,PlayStation,3,Organic Search,,,,Explorer
37160,2024-09-28,United States,32,Steam,14,Seasonal Sale,,,,Trader
37161,2024-09-28,United States,24,Steam,13,Platform Store Feature,,,,Builder
37162,2024-09-28,Spain,54,Steam,16,Seasonal Sale,,,,Trader
37163,2024-09-28,Sweden,23,Steam,12,Platform Store Feature,,,,Explorer
37164,2024-09-28,South Korea,35,PlayStation,2,Organic Search,,,,Explorer
37165,2024-09-28,Japan,17,Steam,28,Paid User Acquisition,,,,Hardcore
37166,2024-09-28,Brazil,40,Steam,22,Creator/Streamer,,,,Trader
37167,2024-09-28,Brazil,22,Steam,13,Platform Store Feature,,,,Casual
37168,2024-09-28,United States,30,PlayStation,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Explorer
37169,2024-09-28,France,45,Steam,3,Organic Search,,,,Casual
37170,2024-09-28,United Kingdom,65,Steam,11,Platform Store Feature,,,,Explorer
37171,2024-09-28,Brazil,18,PlayStation,2,Organic Search,,,,Explorer
37172,2024-09-28,Japan,39,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Explorer
37173,2024-09-28,Japan,24,PlayStation,22,Creator/Streamer,,,,Explorer
37174,2024-09-28,Poland,18,Steam,11,Platform Store Feature,,,,Explorer
37175,2024-09-28,Spain,30,Steam,3,Organic Search,,,,Hardcore
37176,2024-09-28,United States,24,Steam,24,Friend Referral,,,,Explorer
37177,2024-09-28,United States,24,Steam,13,Platform Store Feature,,,,Builder
37178,2024-09-28,Spain,27,Steam,3,Organic Search,,,,Trader
37179,2024-09-28,Canada,25,Xbox,1,Organic Search,,,,Hardcore
37180,2024-09-28,Poland,18,Xbox,17,Seasonal Sale,,,,Explorer
37181,2024-09-28,Netherlands,23,Steam,20,Creator/Streamer,,,,Trader
37182,2024-09-28,Australia,23,PlayStation,11,Platform Store Feature,,,,Trader
37183,2024-09-28,Germany,38,Steam,8,Steam Wishlist,,,,Builder
37184,2024-09-28,Spain,40,PlayStation,4,Organic Search,,,,Trader
37185,2024-09-28,France,17,Steam,12,Platform Store Feature,,,,Casual
37186,2024-09-28,Brazil,43,Xbox,18,Creator/Streamer,,,,Casual
37187,2024-09-28,South Korea,17,Steam,25,Friend Referral,,,,Casual
37188,2024-09-28,United States,22,Steam,27,Paid User Acquisition,,,,Hardcore
37189,2024-09-28,Poland,18,PlayStation,3,Organic Search,,,,Explorer
37190,2024-09-28,Brazil,34,PlayStation,13,Platform Store Feature,,,,Casual
37191,2024-09-28,Japan,28,Steam,4,Organic Search,,,,Builder
37192,2024-09-28,United States,28,Steam,2,Organic Search,,,,Hardcore
37193,2024-09-28,United States,37,Steam,19,Creator/Streamer,,,,Explorer
37194,2024-09-28,United States,51,Steam,4,Organic Search,,,,Explorer
37195,2024-09-28,France,48,Steam,1,Organic Search,,,,Casual
37196,2024-09-28,United States,24,Steam,23,Friend Referral,,,,Casual
37197,2024-09-28,France,28,Steam,14,Seasonal Sale,,,,Explorer
37198,2024-09-28,Spain,41,Steam,2,Organic Search,,,,Casual
37199,2024-09-28,United Kingdom,19,Steam,13,Platform Store Feature,,,,Builder
37200,2024-09-28,Poland,26,Steam,17,Seasonal Sale,,,,Explorer
37201,2024-09-28,Turkey,25,Steam,7,Steam Wishlist,,,,Builder
37202,2024-09-29,Canada,24,Steam,15,Seasonal Sale,,,,Explorer
37203,2024-09-29,Sweden,19,Steam,16,Seasonal Sale,,,,Casual
37204,2024-09-29,Brazil,30,Steam,11,Platform Store Feature,,,,Builder
37205,2024-09-29,Japan,42,Steam,8,Steam Wishlist,,,,Casual
37206,2024-09-29,Spain,26,Steam,12,Platform Store Feature,,,,Builder
37207,2024-09-29,Brazil,43,Steam,6,Steam Wishlist,,,,Builder
37208,2024-09-29,United States,22,Steam,9,Steam Wishlist,,,,Hardcore
37209,2024-09-29,United States,23,Steam,19,Creator/Streamer,,,,Casual
37210,2024-09-29,France,37,Steam,3,Organic Search,,,,Casual
37211,2024-09-29,United Kingdom,18,Steam,2,Organic Search,,,,Casual
37212,2024-09-29,South Korea,31,PlayStation,17,Seasonal Sale,,,,Casual
37213,2024-09-29,Poland,25,PlayStation,4,Organic Search,,,,Builder
37214,2024-09-29,Australia,33,Steam,11,Platform Store Feature,,,,Hardcore
37215,2024-09-29,Germany,16,Xbox,6,Steam Wishlist,,,,Builder
37216,2024-09-29,United States,16,Steam,2,Organic Search,,,,Trader
37217,2024-09-29,Spain,22,Xbox,8,Steam Wishlist,,,,Casual
37218,2024-09-29,Japan,44,PlayStation,17,Seasonal Sale,,,,Explorer
37219,2024-09-29,Germany,24,Steam,24,Friend Referral,,,,Hardcore
37220,2024-09-29,United States,25,PlayStation,9,Steam Wishlist,,,,Explorer
37221,2024-09-29,Japan,35,PlayStation,4,Organic Search,,,,Builder
37222,2024-09-29,United Kingdom,29,Steam,14,Seasonal Sale,,,,Builder
37223,2024-09-29,Netherlands,40,Steam,13,Platform Store Feature,,,,Casual
37224,2024-09-29,Brazil,19,Xbox,4,Organic Search,,,,Explorer
37225,2024-09-29,United States,27,Steam,9,Steam Wishlist,,,,Builder
37226,2024-09-29,United States,23,PlayStation,30,Paid User Acquisition,,,,Hardcore
37227,2024-09-29,Brazil,49,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Trader
37228,2024-09-29,Canada,16,Steam,10,Platform Store Feature,,,,Explorer
37229,2024-09-29,United Kingdom,33,Steam,3,Organic Search,,,,Trader
37230,2024-09-29,Sweden,27,Steam,4,Organic Search,,,,Casual
37231,2024-09-29,Brazil,30,PlayStation,16,Seasonal Sale,,,,Casual
37232,2024-09-29,Canada,21,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Explorer
37233,2024-09-29,United States,18,Steam,9,Steam Wishlist,,,,Explorer
37234,2024-09-29,Brazil,21,Steam,15,Seasonal Sale,,,,Hardcore
37235,2024-09-29,Germany,24,Steam,3,Organic Search,,,,Casual
37236,2024-09-29,Spain,37,Steam,20,Creator/Streamer,,,,Explorer
37237,2024-09-29,United Kingdom,25,PlayStation,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Casual
37238,2024-09-29,Germany,41,Steam,20,Creator/Streamer,,,,Explorer
37239,2024-09-29,United States,23,Xbox,25,Friend Referral,,,,Builder
37240,2024-09-29,United States,33,PlayStation,12,Platform Store Feature,,,,Explorer
37241,2024-09-29,United States,21,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Explorer
37242,2024-09-29,Germany,26,Steam,2,Organic Search,,,,Builder
37243,2024-09-29,United States,23,Steam,23,Friend Referral,,,,Casual
37244,2024-09-29,Brazil,27,Xbox,2,Organic Search,,,,Builder
37245,2024-09-29,United Kingdom,17,Steam,1,Organic Search,,,,Builder
37246,2024-09-29,United States,35,Xbox,18,Creator/Streamer,,,,Casual
37247,2024-09-29,United States,33,Steam,8,Steam Wishlist,,,,Builder
37248,2024-09-29,Spain,16,Steam,2,Organic Search,,,,Builder
37249,2024-09-29,United States,43,Steam,1,Organic Search,,,,Explorer
37250,2024-09-29,Germany,19,Steam,10,Platform Store Feature,,,,Trader
37251,2024-09-29,Brazil,45,Steam,22,Creator/Streamer,,,,Explorer
37252,2024-09-29,United Kingdom,25,Steam,23,Friend Referral,,,,Casual
37253,2024-09-29,United States,30,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Builder
37254,2024-09-29,Australia,38,Steam,10,Platform Store Feature,,,,Casual
37255,2024-09-29,Spain,26,Steam,11,Platform Store Feature,,,,Casual
37256,2024-09-29,Netherlands,55,Steam,7,Steam Wishlist,,,,Casual
37257,2024-09-29,Poland,16,Steam,2,Organic Search,,,,Casual
37258,2024-09-29,Turkey,46,PlayStation,8,Steam Wishlist,,,,Casual
37259,2024-09-29,United States,24,Steam,13,Platform Store Feature,,,,Builder
37260,2024-09-29,Germany,20,Steam,28,Paid User Acquisition,,,,Casual
37261,2024-09-29,United States,34,Steam,25,Friend Referral,,,,Trader
37262,2024-09-29,Australia,40,Steam,20,Creator/Streamer,,,,Explorer
37263,2024-09-29,United States,29,Steam,15,Seasonal Sale,,,,Hardcore
37264,2024-09-29,Japan,24,Steam,2,Organic Search,,,,Casual
37265,2024-09-29,United States,30,Xbox,15,Seasonal Sale,,,,Builder
37266,2024-09-29,France,27,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Casual
37267,2024-09-29,United States,39,Steam,17,Seasonal Sale,,,,Casual
37268,2024-09-29,United Kingdom,36,Steam,3,Organic Search,,,,Casual
37269,2024-09-29,Japan,25,Xbox,16,Seasonal Sale,,,,Casual
37270,2024-09-29,France,21,Steam,25,Friend Referral,,,,Explorer
37271,2024-09-29,Brazil,16,Xbox,2,Organic Search,,,,Casual
37272,2024-09-29,Poland,24,Steam,22,Creator/Streamer,,,,Casual
37273,2024-09-29,United States,23,Steam,13,Platform Store Feature,,,,Builder
37274,2024-09-29,United States,50,PlayStation,19,Creator/Streamer,,,,Hardcore
37275,2024-09-29,United States,32,PlayStation,23,Friend Referral,,,,Casual
37276,2024-09-29,United States,23,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Explorer
37277,2024-09-29,South Korea,27,Steam,26,Paid User Acquisition,,,,Hardcore
37278,2024-09-29,Germany,29,Steam,2,Organic Search,,,,Builder
37279,2024-09-29,Spain,33,Xbox,8,Steam Wishlist,,,,Explorer
37280,2024-09-29,United States,37,Steam,27,Paid User Acquisition,,,,Explorer
37281,2024-09-29,Spain,28,Steam,18,Creator/Streamer,,,,Hardcore
37282,2024-09-29,Japan,29,Steam,25,Friend Referral,,,,Trader
37283,2024-09-29,France,35,PlayStation,3,Organic Search,,,,Explorer
37284,2024-09-29,Australia,25,Steam,23,Friend Referral,,,,Hardcore
37285,2024-09-29,Poland,22,Steam,30,Paid User Acquisition,,,,Builder
37286,2024-09-29,United Kingdom,39,Steam,2,Organic Search,,,,Explorer
37287,2024-09-29,Australia,30,Steam,24,Friend Referral,,,,Explorer
37288,2024-09-29,South Korea,29,Xbox,17,Seasonal Sale,,,,Casual
37289,2024-09-29,Poland,27,Steam,3,Organic Search,,,,Explorer
37290,2024-09-29,Brazil,58,PlayStation,3,Organic Search,,,,Explorer
37291,2024-09-29,Germany,37,Steam,2,Organic Search,,,,Builder
37292,2024-09-29,United States,30,Steam,7,Steam Wishlist,,,,Casual
37293,2024-09-29,France,29,PlayStation,30,Paid User Acquisition,,,,Explorer
37294,2024-09-29,Germany,18,Xbox,9,Steam Wishlist,,,,Hardcore
37295,2024-09-29,Canada,37,Steam,10,Platform Store Feature,,,,Builder
37296,2024-09-29,United States,21,Xbox,2,Organic Search,,,,Hardcore
37297,2024-09-29,United States,45,Steam,29,Paid User Acquisition,,,,Trader
37298,2024-09-29,Canada,30,PlayStation,3,Organic Search,,,,Builder
37299,2024-09-29,Brazil,26,Steam,1,Organic Search,,,,Explorer
37300,2024-09-29,Turkey,27,Steam,24,Friend Referral,,,,Builder
37301,2024-09-29,Spain,35,PlayStation,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Builder
37302,2024-09-29,United Kingdom,40,Steam,4,Organic Search,,,,Explorer
37303,2024-09-29,United States,23,Steam,21,Creator/Streamer,,,,Builder
37304,2024-09-29,United Kingdom,33,Steam,5,Steam Wishlist,,,,Hardcore
37305,2024-09-29,Germany,17,Xbox,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Casual
37306,2024-09-29,Canada,33,Steam,12,Platform Store Feature,,,,Casual
37307,2024-09-29,Japan,52,Steam,1,Organic Search,,,,Casual
37308,2024-09-29,United Kingdom,32,Steam,1,Organic Search,,,,Explorer
37309,2024-09-29,Japan,27,Steam,24,Friend Referral,,,,Hardcore
37310,2024-09-29,Brazil,24,Steam,27,Paid User Acquisition,,,,Casual
37311,2024-09-29,United Kingdom,25,Steam,11,Platform Store Feature,,,,Builder
37312,2024-09-29,Turkey,34,PlayStation,10,Platform Store Feature,,,,Explorer
37313,2024-09-29,United States,20,PlayStation,11,Platform Store Feature,,,,Builder
37314,2024-09-29,United States,22,Steam,15,Seasonal Sale,,,,Trader
37315,2024-09-29,Sweden,27,Steam,17,Seasonal Sale,,,,Hardcore
37316,2024-09-29,United Kingdom,17,Xbox,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Explorer
37317,2024-09-29,Poland,17,Steam,7,Steam Wishlist,,,,Casual
37318,2024-09-29,France,29,Steam,3,Organic Search,,,,Casual
37319,2024-09-29,Germany,35,Xbox,25,Friend Referral,,,,Builder
37320,2024-09-29,Germany,26,Xbox,10,Platform Store Feature,,,,Builder
37321,2024-09-29,Australia,26,Steam,21,Creator/Streamer,,,,Trader
37322,2024-09-29,Brazil,47,Steam,11,Platform Store Feature,,,,Explorer
37323,2024-09-29,United States,29,Steam,10,Platform Store Feature,,,,Builder
37324,2024-09-29,Brazil,39,Steam,15,Seasonal Sale,,,,Builder
37325,2024-09-29,United States,23,Steam,29,Paid User Acquisition,,,,Casual
37326,2024-09-29,Turkey,44,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Builder
37327,2024-09-29,United States,26,Steam,2,Organic Search,,,,Trader
37328,2024-09-29,Germany,30,Steam,1,Organic Search,,,,Hardcore
37329,2024-09-29,United States,26,PlayStation,20,Creator/Streamer,,,,Builder
37330,2024-09-29,Japan,29,Xbox,12,Platform Store Feature,,,,Hardcore
37331,2024-09-29,Sweden,37,PlayStation,27,Paid User Acquisition,,,,Builder
37332,2024-09-29,Turkey,22,Steam,6,Steam Wishlist,,,,Explorer
37333,2024-09-29,United Kingdom,35,Xbox,4,Organic Search,,,,Trader
37334,2024-09-29,United States,30,Steam,1,Organic Search,,,,Trader
37335,2024-09-29,United States,22,Steam,10,Platform Store Feature,,,,Explorer
37336,2024-09-29,Canada,48,Steam,1,Organic Search,,,,Builder
37337,2024-09-29,Japan,21,PlayStation,9,Steam Wishlist,,,,Explorer
37338,2024-09-29,United States,43,Steam,7,Steam Wishlist,,,,Explorer
37339,2024-09-29,United Kingdom,33,Steam,17,Seasonal Sale,,,,Hardcore
37340,2024-09-29,Sweden,21,Xbox,9,Steam Wishlist,,,,Explorer
37341,2024-09-29,Australia,21,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Trader
37342,2024-09-29,Japan,24,PlayStation,18,Creator/Streamer,,,,Casual
37343,2024-09-29,Canada,24,Steam,15,Seasonal Sale,,,,Casual
37344,2024-09-29,South Korea,23,Steam,1,Organic Search,,,,Casual
37345,2024-09-29,United States,35,PlayStation,16,Seasonal Sale,,,,Explorer
37346,2024-09-29,United States,30,PlayStation,7,Steam Wishlist,,,,Builder
37347,2024-09-29,Spain,27,Xbox,1,Organic Search,,,,Trader
37348,2024-09-29,Australia,17,Steam,21,Creator/Streamer,,,,Explorer
37349,2024-09-29,United States,31,Steam,18,Creator/Streamer,,,,Hardcore
37350,2024-09-29,United States,41,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Explorer
37351,2024-09-29,United States,24,Xbox,12,Platform Store Feature,,,,Casual
37352,2024-09-29,France,29,Steam,6,Steam Wishlist,,,,Builder
37353,2024-09-29,Poland,40,Xbox,3,Organic Search,,,,Explorer
37354,2024-09-29,Spain,21,Xbox,11,Platform Store Feature,,,,Explorer
37355,2024-09-29,Canada,26,Steam,6,Steam Wishlist,,,,Explorer
37356,2024-09-29,France,26,Steam,4,Organic Search,,,,Hardcore
37357,2024-09-29,France,26,PlayStation,12,Platform Store Feature,,,,Trader
37358,2024-09-29,Australia,34,Steam,19,Creator/Streamer,,,,Casual
37359,2024-09-29,United States,24,Steam,10,Platform Store Feature,,,,Explorer
37360,2024-09-29,Australia,35,Xbox,5,Steam Wishlist,,,,Hardcore
37361,2024-09-29,Sweden,23,Steam,4,Organic Search,,,,Builder
37362,2024-09-29,Brazil,30,Steam,26,Paid User Acquisition,,,,Hardcore
37363,2024-09-29,Netherlands,23,Steam,11,Platform Store Feature,,,,Trader
37364,2024-09-29,United States,27,Steam,12,Platform Store Feature,,,,Casual
37365,2024-09-29,South Korea,26,Steam,1,Organic Search,,,,Explorer
37366,2024-09-29,France,30,PlayStation,25,Friend Referral,,,,Explorer
37367,2024-09-29,Germany,23,Steam,20,Creator/Streamer,,,,Trader
37368,2024-09-29,Sweden,48,Steam,20,Creator/Streamer,,,,Hardcore
37369,2024-09-29,United States,27,PlayStation,3,Organic Search,,,,Casual
37370,2024-09-29,Japan,27,PlayStation,29,Paid User Acquisition,,,,Casual
37371,2024-09-29,Germany,50,Xbox,21,Creator/Streamer,,,,Explorer
37372,2024-09-29,United States,29,Steam,4,Organic Search,,,,Explorer
37373,2024-09-29,Poland,31,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Trader
37374,2024-09-29,South Korea,31,Xbox,11,Platform Store Feature,,,,Explorer
37375,2024-09-29,Germany,24,PlayStation,10,Platform Store Feature,,,,Explorer
37376,2024-09-29,United States,43,Steam,24,Friend Referral,,,,Casual
37377,2024-09-29,South Korea,35,Steam,19,Creator/Streamer,,,,Trader
37378,2024-09-29,United States,16,Xbox,14,Seasonal Sale,,,,Builder
37379,2024-09-29,Canada,30,Steam,11,Platform Store Feature,,,,Explorer
37380,2024-09-29,United States,31,Steam,13,Platform Store Feature,,,,Explorer
37381,2024-09-29,Canada,22,Steam,17,Seasonal Sale,,,,Builder
37382,2024-09-29,France,33,PlayStation,24,Friend Referral,,,,Explorer
37383,2024-09-29,South Korea,24,Steam,17,Seasonal Sale,,,,Explorer
37384,2024-09-29,United Kingdom,17,Xbox,6,Steam Wishlist,,,,Casual
37385,2024-09-29,Canada,26,Steam,5,Steam Wishlist,,,,Explorer
37386,2024-09-29,Japan,35,Steam,11,Platform Store Feature,,,,Builder
37387,2024-09-29,United States,21,Steam,2,Organic Search,,,,Trader
37388,2024-09-29,Brazil,18,Steam,12,Platform Store Feature,,,,Casual
37389,2024-09-29,United States,21,Steam,1,Organic Search,,,,Builder
37390,2024-09-29,Brazil,36,Steam,15,Seasonal Sale,,,,Builder
37391,2024-09-29,Japan,35,PlayStation,13,Platform Store Feature,,,,Hardcore
37392,2024-09-29,Germany,34,PlayStation,9,Steam Wishlist,,,,Explorer
37393,2024-09-29,Japan,23,PlayStation,2,Organic Search,,,,Hardcore
37394,2024-09-29,United States,31,Xbox,2,Organic Search,,,,Casual
37395,2024-09-29,Poland,26,Steam,3,Organic Search,,,,Casual
37396,2024-09-29,United States,29,Steam,8,Steam Wishlist,,,,Builder
37397,2024-09-29,United States,31,Steam,8,Steam Wishlist,,,,Casual
37398,2024-09-29,Brazil,35,PlayStation,5,Steam Wishlist,,,,Explorer
37399,2024-09-29,Japan,31,Steam,26,Paid User Acquisition,,,,Builder
37400,2024-09-29,United States,28,Steam,23,Friend Referral,,,,Builder
37401,2024-09-29,United Kingdom,30,Steam,12,Platform Store Feature,,,,Hardcore
37402,2024-09-29,Japan,34,PlayStation,18,Creator/Streamer,,,,Explorer
37403,2024-09-29,Japan,34,Xbox,10,Platform Store Feature,,,,Explorer
37404,2024-09-29,United Kingdom,40,Xbox,2,Organic Search,,,,Trader
37405,2024-09-29,Turkey,50,Steam,11,Platform Store Feature,,,,Explorer
37406,2024-09-29,Australia,48,Steam,10,Platform Store Feature,,,,Hardcore
37407,2024-09-29,Canada,56,Steam,18,Creator/Streamer,,,,Trader
37408,2024-09-29,France,20,PlayStation,8,Steam Wishlist,,,,Explorer
37409,2024-09-29,Japan,30,Steam,30,Paid User Acquisition,,,,Casual
37410,2024-09-29,United States,24,Steam,16,Seasonal Sale,,,,Explorer
37411,2024-09-29,Japan,16,Steam,13,Platform Store Feature,,,,Casual
37412,2024-09-29,Netherlands,37,PlayStation,11,Platform Store Feature,,,,Builder
37413,2024-09-30,Canada,39,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Casual
37414,2024-09-30,United Kingdom,31,Steam,9,Steam Wishlist,,,,Casual
37415,2024-09-30,Canada,25,Steam,2,Organic Search,,,,Explorer
37416,2024-09-30,Poland,44,Steam,16,Seasonal Sale,,,,Builder
37417,2024-09-30,United States,45,PlayStation,28,Paid User Acquisition,,,,Hardcore
37418,2024-09-30,Netherlands,35,Steam,23,Friend Referral,,,,Builder
37419,2024-09-30,Netherlands,63,Steam,3,Organic Search,,,,Builder
37420,2024-09-30,United States,16,Steam,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Trader
37421,2024-09-30,United Kingdom,25,Steam,15,Seasonal Sale,,,,Hardcore
37422,2024-09-30,Sweden,42,Steam,11,Platform Store Feature,,,,Explorer
37423,2024-09-30,Poland,26,Steam,18,Creator/Streamer,,,,Builder
37424,2024-09-30,United Kingdom,21,Steam,4,Organic Search,,,,Explorer
37425,2024-09-30,Germany,30,Steam,2,Organic Search,,,,Trader
37426,2024-09-30,United States,35,PlayStation,28,Paid User Acquisition,,,,Explorer
37427,2024-09-30,South Korea,23,Steam,30,Paid User Acquisition,,,,Builder
37428,2024-09-30,United Kingdom,23,PlayStation,35,Steam Wishlist,5,Deep Space Expansion,Content Expansion,Trader
37429,2024-09-30,France,34,Steam,5,Steam Wishlist,,,,Hardcore
37430,2024-09-30,United States,16,PlayStation,10,Platform Store Feature,,,,Explorer
37431,2024-09-30,Poland,23,Steam,4,Organic Search,,,,Casual
37432,2024-09-30,Brazil,39,Xbox,4,Organic Search,,,,Trader
37433,2024-09-30,United States,33,Steam,4,Organic Search,,,,Builder
37434,2024-09-30,Turkey,25,Steam,9,Steam Wishlist,,,,Builder
37435,2024-09-30,Brazil,38,Steam,8,Steam Wishlist,,,,Trader
37436,2024-09-30,United States,21,Steam,16,Seasonal Sale,,,,Casual
37437,2024-09-30,United States,39,Steam,16,Seasonal Sale,,,,Builder
37438,2024-09-30,France,50,Steam,7,Steam Wishlist,,,,Hardcore
37439,2024-09-30,Spain,47,Xbox,2,Organic Search,,,,Casual
37440,2024-09-30,Poland,26,Steam,9,Steam Wishlist,,,,Trader
37441,2024-09-30,Australia,16,Steam,3,Organic Search,,,,Builder
37442,2024-09-30,United States,41,Steam,24,Friend Referral,,,,Builder
37443,2024-09-30,Poland,18,PlayStation,26,Paid User Acquisition,,,,Explorer
37444,2024-09-30,Spain,32,Steam,13,Platform Store Feature,,,,Hardcore
37445,2024-09-30,Poland,26,PlayStation,6,Steam Wishlist,,,,Explorer
37446,2024-09-30,France,38,Steam,15,Seasonal Sale,,,,Explorer
37447,2024-09-30,Brazil,18,Steam,9,Steam Wishlist,,,,Explorer
37448,2024-09-30,Poland,34,Steam,3,Organic Search,,,,Casual
37449,2024-09-30,Canada,32,PlayStation,29,Paid User Acquisition,,,,Builder
37450,2024-09-30,United Kingdom,35,Steam,4,Organic Search,,,,Explorer
37451,2024-09-30,Germany,43,Steam,13,Platform Store Feature,,,,Casual
37452,2024-09-30,Brazil,28,Steam,25,Friend Referral,,,,Explorer
37453,2024-09-30,United Kingdom,25,Steam,13,Platform Store Feature,,,,Casual
37454,2024-09-30,Turkey,29,Steam,10,Platform Store Feature,,,,Explorer
